,Cluster,Antibody
1309,7,BD56-1873
1310,7,BD56-1878
1311,7,BD56-1905
1312,7,BD56-1909
1313,7,BD56-410
1314,7,BD56-454
1315,7,BD56-480
1316,7,BD56-505
1317,7,BD56-558
1318,7,BD56-566
1319,7,BD56-631
1320,7,BD56-671
1321,7,BD56-729
1322,7,BD56-926
1323,7,BD56-949
1324,7,BD56-960
1325,7,BD57-010
1326,7,BD57-035
1327,7,BD57-042
1328,7,BD57-054
1329,7,BD57-065
1330,7,C034
1331,7,C083
1332,7,C556
1333,7,COV2-2064
1334,7,COV2-2539
1335,7,COV2-2693
1336,7,COVOX-75
1337,7,DH1044
1338,7,DH1063
1339,7,DH1151
1340,7,TAU-2189
1341,7,TAU-2230
1342,7,XGv-011
1343,7,XGv-191
1344,7,XGv-263
1345,7,XGv-324
1346,7,XGv-343
1347,8,BD-901
1348,8,BD-904
1349,8,BD-915
1350,8,BD-923
1351,8,BD55-1004
1352,8,BD55-1114
1353,8,BD55-1208
1354,8,BD55-1284
1355,8,BD55-1312
1356,8,BD55-1338
1357,8,BD55-1346
1358,8,BD55-1381
1359,8,BD55-1403
1360,8,BD55-1416
1361,8,BD55-1706
1362,8,BD55-2696
1363,8,BD55-3150
1364,8,BD55-347
1365,8,BD55-3546
1366,8,BD55-4467
1367,8,BD55-5001
1368,8,BD55-5219
1369,8,BD55-5236
1370,8,BD55-5248
1371,8,BD55-5256
1372,8,BD55-5259
1373,8,BD55-5325
1374,8,BD55-5354
1375,8,BD55-5399
1376,8,BD55-5404
1377,8,BD55-5408
1378,8,BD55-5415
1379,8,BD55-5431
1380,8,BD55-5459
1381,8,BD55-5486
1382,8,BD55-5526
1383,8,BD55-5540
1384,8,BD55-5557
1385,8,BD55-5565
1386,8,BD55-5649
1387,8,BD55-5718
1388,8,BD55-5733
1389,8,BD55-5743
1390,8,BD55-5745
1391,8,BD55-5752
1392,8,BD55-5792
1393,8,BD55-5865
1394,8,BD55-5927
1395,8,BD55-5942
1396,8,BD55-6040
1397,8,BD55-6044
1398,8,BD55-6090
1399,8,BD55-6130
1400,8,BD55-6158
1401,8,BD55-6190
1402,8,BD55-6195
1403,8,BD55-6203
1404,8,BD55-6208
1405,8,BD55-6247
1406,8,BD55-6261
1407,8,BD55-6281
1408,8,BD55-6314
1409,8,BD55-6329
1410,8,BD55-6361
1411,8,BD55-6369
1412,8,BD55-6370
1413,8,BD55-6391
1414,8,BD55-6392
1415,8,BD55-6405
1416,8,BD55-6426
1417,8,BD55-6448
1418,8,BD55-6456
1419,8,BD55-6460
1420,8,BD55-6461
1421,8,BD55-6477
1422,8,BD55-6482
1423,8,BD55-6512
1424,8,BD55-6514
1425,8,BD55-6537
1426,8,BD55-6543
1427,8,BD55-6550
1428,8,BD55-6577
1429,8,BD55-6586
1430,8,BD55-6651
1431,8,BD55-6654
1432,8,BD55-6678
1433,8,BD55-6682
1434,8,BD55-925
1435,8,BD55-934
1436,8,BD56-029
1437,8,BD56-046
1438,8,BD56-075
1439,8,BD56-1064
1440,8,BD56-118
1441,8,BD56-121
1442,8,BD56-1249
1443,8,BD56-1261
1444,8,BD56-1281
1445,8,BD56-1284
1446,8,BD56-1382
1447,8,BD56-141
1448,8,BD56-1416
1449,8,BD56-1438
1450,8,BD56-145
1451,8,BD56-1464
1452,8,BD56-1482
1453,8,BD56-1485
1454,8,BD56-1598
1455,8,BD56-163
1456,8,BD56-1641
1457,8,BD56-1668
1458,8,BD56-170
1459,8,BD56-1710
1460,8,BD56-1735
1461,8,BD56-1743
1462,8,BD56-1818
1463,8,BD56-205
1464,8,BD56-215
1465,8,BD56-395
1466,8,BD56-430
1467,8,BD56-466
1468,8,BD56-534
1469,8,BD56-552
1470,8,BD56-571
1471,8,BD56-681
1472,8,BD56-902
1473,8,BD56-935
1474,8,BD57-014
1475,8,BD57-015
1476,8,BD57-016
1477,8,BD57-0233
1478,8,BD57-052
1479,8,BD57-072
1480,8,C578
1481,8,COV2-2037
1482,8,CV2-75
1483,8,DH1046
1484,8,DH1064
1485,8,DH1160
1486,8,DH1161-1
1487,8,S2A4
1488,8,S2X35
1489,8,TAU-2310
1490,8,XG2v-032
1491,8,XGv-013
1492,8,XGv-051
1493,8,XGv-053
1494,8,XGv-159
1495,8,XGv-177
1496,8,XGv-300
